,Location,Min Delay,delay_count
3743,Victoria Park,29,
3744,Mcintosh and Apple Creek Blv,1,
3745,Downsview stn,3,
3746,Victoria Park and Finch,7,
3747,Westwoodmall,12,
3748,Milwood and Overlea,30,
3749,Milner and Overlea,60,
3750,Millwood and Gateway,8,
3751,Millwood and Overlea,66,
3752,Finch Station,30,
3753,Woodbine Station,5,
3754,Progress and Markham Road,24,
3755,Scarborough Town Center,30,
3756,Kennedy Road and Eglinton Ave E,10,
3757,Bloor and Danforth,67,
3758,Steeles and Bayview,13,
3759,Morningside/Old Finch,13,
3760,Broadview and Danforth,20,
3761,Bathurst at Sheppard,25,
3762,Bathurst at Sheppard,25,
3763,Victoria Park Station,9,
3764,Carlaw and Commissioners St,18,
3765,Middlefield and Finch,5,
3766,Eglinton Garage,10,
3767,Coxwell/Danforth,20,
3768,NECR,5,
3769,LAWRENCE and JANE,11,
3770,Kennedy & Passmore,10,
3771,Passmore and Markham,4,
3772,KINGSTON RD AND BRIMLEY,18,
3773,SARR,6,
3774,CANNIF and STRACHAN,4,
3775,Eglinton Garage,6,
3776,Morningside & Nightstar,6,
3777,Pape station,1,
3778,Keele stn,12,
3779,Scarbourough Golf Club/Lawerence,4,
3780,Eglinton Garage,7,
3781,Yorkmills Station,22,
3782,EMMETT and EGLINTON,10,
3783,Keele stn,12,
3784,Finch/Arrow,17,
3785,Commons,5,
3786,Victoriapark Stn,2,
3787,Warden Stn,4,
3788,Jane street,10,
3789,Finch stn,23,
3790,Murrayross / Columbia,4,
3791,Warden Station,10,
3792,Davenport and Dupont,8,
3793,Orton Park,9,
3794,Queens Drive,10,
3795,STC,3,
3796,Waeden Stn,4,
3797,Railside/Lawerence,9,
3798,WELLESLEY ROUTE,10,
3799,Islington and Bergamot,22,
3800,Kingston Rd Loop,7,
3801,STC,3,
3802,Main Station,5,
3803,Sheppard / Keele,7,
3804,Woodbine Downs & Carrier Dr,15,
3805,Weston,10,
3806,Metropolitian/Warden,7,
3807,Avenue rd and Yorkville,30,
3808,Scarborough Town Centre,6,
3809,St.Clair Station,1,
3810,Woodbine and Danforth Ave,1,
3811,Sheppard and Warden,7,
3812,VICTORIA PARK/FINCH,67,
3813,Dufferin and King,4,
3814,Conlins & Canmore,29,
3815,Kennedy/Lawerence,12,
3816,Kennedy Stn,10,
3817,Cummer and Bayview,12,
3818,Weston rd/Oak st,15,
3819,Rochefort and Eglinton,6,
3820,34 Eglinton Route,23,
3821,Kennedy Stn,10,
3822,Finch,10,
3823,Weston rd / Dee,9,
3824,Sheppard and Don Mills,22,
3825,!00 Flemington Route,30,
3826,Bathurst St and Finch Ave W.,25,
3827,JANE and WRIGHT,10,
3828,Don Mills station,8,
3829,Downsview stn,3,
3830,Woodbine Stn to York Mills,10,
3831,Entire Route,10,
3832,Rogers/Scott,10,
3833,Kennedy STN,10,
3834,Warden Stn,8,
3835,Lawrence and Jane,13,
3836,Downsview stn,3,
3837,Downsview stn,3,
3838,Lawrence station,8,
3839,Scarb Town Ctr Stn,12,
3840,Dundas West stn,10,
3841,Trethewey and Jane,10,
3842,Dufferin and Croatia,4,
3843,Eglinton and Sutherland,15,
3844,Dufferin and Dane,4,
3845,Kennedy/Lawerence,12,
3846,Kennedy & Lawrence,121,
3847,Lawrence and Kennedy,12,
3848,Warden Stn,20,
3849,Bay and Front,10,
3850,Nesilson and 401,7,
3851,Kennedy and Lawrence,12,
3852,Don Mills station,40,
3853,Kennedy and Lawrence,12,
3854,DON MILLS STATION,6,
3855,York Mills Stn,4,
3856,Kennedy and Lawrence,12,
3857,FSTN,4,
3858,STC,20,
3859,Scarb Town Ctr Stnn,4,
3860,Humberwood to Finch Station,20,
3861,FSTN,4,
3862,Pope John Paul School,4,
3863,Pape station,6,
3864,Don Mills Stn,9,
3865,eglinton,6,
3866,FSTN,4,
3867,Downsview stn,3,
3868,Westwood Mall,12,
3869,Entire Route,15,
3870,Pape Station,3,
3871,Entire Route,15,
3872,Bellamy Route,15,
3873,Keele st,15,
3874,Teston Rd. / Downsview stn,10,
3875,Birchmount route,15,
3876,Steeles / Downsview stn,6,
3877,Steeles to Queens Quay.,20,
3878,Downs Stn,1,
3879,Markham Rd route,15,
3880,Steeles to Kipling Station,12,
3881,Warden Stn,10,
3882,Greenwood Station,8,
3883,Finch station to Morningside and Staines,15,
3884,FSTN,5,
3885,Entire Route,20,
3886,Hwy 7 and Uptown,143,
3887,Finch Station to Torresdale and Antibes.,10,
3888,Entire Route,20,
3889,Castlefrank to Lakeshore,14,
3890,Yonge to Maybrook and Passmore.,15,
3891,Entire route,15,
3892,warden stn,10,
3893,STC,5,
3894,Finch Station,23,
3895,Finch Stn.,7,
3896,Drewry and Yonge,242,
3897,Janer Station,20,
3898,Yonge and Cummer,242,
3899,Jane Station,19,
3900,Downsview stn,11,
3901,Jane Station,19,
3902,STC,4,
3903,Jane and Wilson,20,
3904,Lawerence RT station,10,
3905,Jane Stn,16,
3906,Ellesmere and Bellamy,13,
3907,York Mills station,15,
3908,Down Stn,5,
3909,Keele stn,8,
3910,Weston rd,15,
3911,Entire route,25,
3912,8 Broadview Route,1,
3913,Entire route,25,
3914,Lawrence to Eglinton on Scarlett,25,
3915,Yorkdale mall to Queen,25,
3916,Entire Route,10,
3917,Don Mills and Gateway,3,
3918,Sherbourne and Queens Quay,7,
3919,Dixon and Roxaline,20,
3920,Earlscourt loop,5,
3921,Yonge St and Drewry,185,
3922,Entire 60 Steeles West Route,23,
3923,Donmills stn,10,
3924,Donway/Lawerence,10,
3925,Bayview and Eglinton / Leslie and 401,12,
3926,ossington and Churchill,10,
3927,Alexander St. and Yonge St.,115,
3928,Nightstar and Morningside,10,
3929,Signa Hill and Steeles,7,
3930,Sheppard Stn to Rouge Hill Go,15,
3931,Richmond to 401,17,
3932,24 Victoria Park Route,1,
3933,Eglinton and Bayview,15,
3934,Victoria Park and Warden on Sheppard,10,
3935,366 Eastmall,11,
3936,STC,4,
3937,Bedford and Devonport,13,
3938,Concorde place,16,
3939,kipling Station,5,
3940,St. Clair Station,15,
3941,Leslie & Finch,4,
3942,167 Pharmacy North,1,
3943,Entire route,20,
3944,Warren Park,10,
3945,94 Wellesley Route,1,
3946,Steeles to MajMac Bothways,25,
3947,Finch Ave and Kennedy Road,9,
3948,Lawrence Ave till Sheppard Ave,7,
3949,Keele stn,10,
3950,Leslie & Finch,5,
3951,Warden/Lawerence,10,
3952,Humber College Blvd.and John Garland,19,
3953,Kipling station,4,
3954,Lawrence Stn.,6,
3955,Terminal 1,9,
3956,Jane and St. Clair,20,
3957,Eglinto and Cedar,6,
3958,Senlac,157,
3959,Dundas W stn,10,
3960,Royal York stn,6,
3961,Kennedy STN,10,
3962,Warden Stn,11,
3963,Passmore and Markham,8,
3964,Eglinton and Kipling,40,
3965,Warden Stn,20,
3966,Pine and Lawrence,9,
3967,York Mills station,30,
3968,Yonge and Moore Pk,4,
3969,Finch station,7,
3970,York mIlls station,30,
3971,SRT,6,
3972,Steeles & Martingrove,10,
3973,Emmit and Jane,30,
3974,Weston and Eglinton,20,
3975,Warden Ave and Steels Ave,30,
3976,Yorkmills Chipstead &,10,
3977,Weston and Church,10,
3978,Eglinton & Jane,8,
3979,Finch and Don Mills,9,
3980,Lawrence Ave and Scarborough Golf Club Road,20,
3981,2099 Lawrence Ave,1,
3982,2099 Lawrence,1,
3983,College & Yonge,1,
3984,Yonge & Bloor,5,
3985,Jane & Steeles,30,
3986,Ossington and Bloor,20,
3987,Eglinton West stn,10,
3988,Morningside/ Staines,10,
3989,Steeels,10,
3990,MAIN STATION,8,
3991,Jane stn,30,
3992,Wilson stn,7,
3993,Eglinton Stn,6,
3994,Ardagh St,10,
3995,EGLINTON/DANFORTH,15,
3996,Village gate,9,
3997,RHGO loop,30,
3998,Weston Rd and Albion Rd,10,
3999,Yonge & Eglintton,1,
4000,Don Mills Tsn,12,
4001,Steeles to Bathurst stn,18,
4002,On Finch at Morningside,12,
4003,Midland / Steeles,15,
4004,Wilson stn,5,
4005,East Liberty & Atlantic,5,
4006,Bathurst stn,9,
4007,400 Evans Ave,10,
4008,Eglinton stn to Queen park circle,15,
4009,Finch station,11,
4010,Finch and Oakdale,5,
4011,Downsview Station,10,
4012,DUNDAS WEST STN,10,
4013,MAIN STATION,18,
4014,ALBION & CLAIRPORT,10,
4015,Eglinton stn,10,
4016,Pape Stn,6,
4017,Lawrence Ave West at Jane St,10,
4018,Runnymede Station,20,
4019,Entire Route,10,
4020,Entire Route,15,
4021,Freshmeadow/ Townstead,6,
4022,Steeles and Keele,6,
4023,Wilson Station,5,
4024,Midland Route,15,
4025,Kingston Rd Route,17,
4026,VICTORIA PARK ROUTE,10,
4027,Papae Stn,6,
4028,Wilson station,5,
4029,Albion and Weston Rd,10,
4030,BROADVIEW STATION,10,
4031,Carrier Loop,15,
4032,Parliament Route,15,
4033,Route 80 Queensway,1,
4034,Woodbine (91A) route,15,
4035,Parkway forest on Sheppard ave,11,
4036,Brimley / Alexmiur,13,
4037,Wilson stn,3,
4038,Humberwood loop,4,
4039,Jarvis at Queen Quay,9,
4040,Jane St to Ossington Station,10,
4041,Martin grove Rd to Allen Rd,10,
4042,Main Stn,10,
4043,Davenport Rd and Dovercourt Rd,12,
4044,Schalfield & highland Ave.,12,
4045,Keele and Finch,7,
4046,Entire Route,10,
4047,Entire Route,15,
4048,Danforth Ave and Byng,18,
4049,Malvern Gates,5,
4050,Kennedy Stn,6,
4051,Finch & Kennedy,6,
4052,ENTIRE ROUTE,15,
4053,Kennedy STN,8,
4054,Entire Route,25,
4055,Steeles Loop,5,
4056,Kennedy STN,6,
4057,Castlefrank Stn,14,
4058,Keele and Lawrence,17,
4059,Royal York stn,12,
4060,Sherbourne at Bloor,9,
4061,Entire Route,15,
4062,Entire Route,15,
4063,Entire Route,10,
4064,Finch & McCowan,12,
4065,Queen and lansdowne,18,
4066,Wineva and Queen,10,
4067,Clayson and Wilson,16,
4068,Finch & Markham,6,
4069,Don Mills & Overlea,10,
4070,Don Mills & Freshmeadow,5,
4071,Finch & Don Mills,6,
4072,Kennedy STN,10,
4073,Lawrence and Duval,17,
4074,Wilson Station,8,
4075,At Blythwood,30,
4076,Ossington Ave / King st,5,
4077,Ossington ave / College st,12,
4078,Dufferin and Springhirst.,3,
4079,Entire Route,8,
4080,Bathurst stn,8,
4081,Kennedy STN,6,
4082,Eglinton STN,7,
4083,Alton Towers North,14,
4084,B/W from Eglinton STN to Warden Ave,16,
4085,Brimley & Progress,9,
4086,Ellesmere rd / markham rd.,20,
4087,Steeles Loop,10,
4088,Kennedy Stn,10,
4089,Donmills Rd and Eglinton Ave,10,
4090,Ossington ave / Bloor st,5,
4091,Eglinton West stn,12,
4092,Kipling station,221,
4093,Jane street,221,
4094,Payzac Ave and Kingston Rd,10,
4095,queen and lansdowne,1,
4096,Finch Station,8,
4097,Lawrence and Jane,10,
4098,municipal and eglinton,10,
4099,keele and rogers,15,
4100,sEntire route,1,
4101,warden stn.,12,
4102,Ellesmere rd / victoria park,10,
4103,eglinton west stn,10,
4104,eglinton / danforth rd,15,
4105,havenridge and dixon,20,
4106,Bellamy Rd and Eglinton Ave E,10,
4107,Eglinton Station,20,
4108,Kipling station,10,
4109,Warden Ave and Manhattan Dr,16,
4110,dufferin and glencairn,20,
4111,Weston Rd and Rogers Rd,12,
4112,Eglinton / Birchmount rd.,22,
4113,Dufferin & Eglinton,10,
4114,Mornningside and Elleamere,5,
4115,Yonge & Steeles,3,
4116,College/Yonge,251,
4117,Jane & Finch,10,
4118,Yonge & Eglinton,3,
4119,Queens Plate and @ Racetrack stop,30,
4120,Danforth and Broadview,30,
4121,King and Yonge,15,
4122,East Mall and Bloor,10,
4123,Lawrence & Yonge,12,
4124,Wilson station,11,
4125,Bathurst/Wilson,30,
4126,Humberwood and Humberline,14,
4127,Yonge and Davisville,3,
4128,Yonge and Cresent,3,
4129,Kenn Stn,18,
4130,Danforth & Victoria Park,20,
4131,jane ststaion,10,
4132,Markham & Sheppard,86,
4133,Warden/Danforth,26,
4134,york u commons,20,
4135,Kenn Stn,9,
4136,Danforth/Coxwell,10,
4137,Victoria Park Stn,9,
4138,Toronto Zoo,16,
4139,Morningside Ave and Staines Rd,12,
4140,STC,17,
4141,Eglinton Stn,16,
4142,Steeles and Martin Grove loop,10,
4143,Pape Stn,7,
4144,Keele Stn,10,
4145,Wilson Stn,6,
4146,Weston Road & Finch Ave W,10,
4147,Finch and Arrow,5,
4148,Jane & Foxwell,24,
4149,Islington stn,6,
4150,McCowan and Alton Towers north,10,
4151,91A route,12,
4152,Main Stn,10,
4153,Finch and Bayview,8,
4154,Passmore and Markham,12,
4155,Main/Kingston Rd,100,
4156,Parliament Route,15,
4157,Bellamy Route,20,
4158,Keele & Major Mackenzie,260,
4159,Victoria Park and Beachdale to Kingston Road,90,
4160,Gerrard Route,30,
4161,Lawerence RT,16,
4162,Young Blvd.,6,
4163,Sheppard Stn,7,
4164,Steele/Jane,10,
4165,Mount Pleasant @ Manor Road.,15,
4166,Downsview STN,10,
4167,Wilson stn,4,
4168,Dufferin and St Clair,4,
4169,Major Mach. And cityview,124,
4170,Kennedy stn,10,
4171,Entire Route,20,
4172,Humberwood loop,12,
4173,Castlefrank Stn,14,
4174,Entire Route,10,
4175,Pape station,1,
4176,Main Stn,10,
4177,54-Lawrance Route,17,
4178,Eglinton STN- Kennedy STN,12,
4179,Broadview & Torrens,30,
4180,Wilson Stn,4,
4181,Castlefrank Stn,11,
4182,York Mills stn,30,
4183,Faywood and Vinci,120,
4184,Midland / Eglinton,20,
4185,Finch Stn,15,
4186,Finch Station,15,
4187,Kipling station,8,
4188,St Clair STN,10,
4189,Finch and Dufferin,5,
4190,Entire Route,20,
4191,Kipling Station,10,
4192,Kipling Station,10,
4193,Attwell and Marmac,24,
4194,St Clair West STN,8,
4195,Markham Rd and Finch,10,
4196,Entire Route,10,
4197,St. Clair and Rexleigh Dr,20,
4198,Entire route,1,
4199,Don mills station,20,
4200,Eglinton Garage,9,
4201,Don mills station,20,
4202,carlaw ave and commissioners st.,25,
4203,SB @ Parma court and Victoria park.,5,
4204,Broadview Stn,10,
4205,Kipling station,10,
4206,Woodbine & Steele's,19,
4207,eglinton West Stn,10,
4208,Brimley on Sheppard,20,
4209,Kennedy Station,10,
4210,Finch @ Maxome,10,
4211,Danforth Ave and Coxwell,20,
4212,Markham Rd & Ellesmere,17,
4213,,3,
4214,Steeles and Yonge,4,
4215,Peckham and Pleasant,30,
4216,Wilmington and Finch,10,
4217,Bingham loop,30,
4218,Brimley Road & Lawrence E,20,
4219,Yorkmill station,30,
4220,Village gate and Steeles,30,
4221,Eglinton yard,1,
4222,Midland & Steeles,21,
4223,Neailson and Crow Trail,5,
4224,Eglinton Garage,6,
4225,Garage,22,
4226,Birchmount garage,9,
4227,Lakeshore Garage,4,
4228,Keele Station,15,
4229,Steeles loop,10,
4230,Vp station,1,
4231,Islington and Finch,15,
4232,Birchmount Garage,7,
4233,Kennedy station,1,
4234,JSTE,5,
4235,birchmount garage,7,
4236,Eglinton Yard,1,
4237,Cassandra and Underhill,12,
4238,Pine and Lawrence,19,
4239,Steeles loop,12,
4240,Brimley & Steeles,9,
4241,Birchmount Garage,10,
4242,yorkmills stn,5,
4243,Davisville stn,30,
4244,Greenwin Village Gate and Bathurst,21,
4245,Birchmount garage,7,
4246,Warden Station,7,
4247,Eglinton yard,1,
4248,Old Finch,16,
4249,Eglinton stn,13,
4250,Wilson stn,11,
4251,finch at weston,15,
4252,Commons,10,
4253,Birchmount & Danforth,6,
4254,Birchmount Garage,9,
4255,Victoria Park Station,12,
4256,keele and eglinton,6,
4257,Major Mac and Ridgecrest,1,
4258,Steeles and Hilda,30,
4259,Bloor and Lansdowne,10,
4260,Wilson stn,42,
4261,Wilson stn,20,
4262,Lawrence Scarbough Golf Club rd,9,
4263,FJAN,1,
4264,Commons,4,
4265,Meadowvale Loop,4,
4266,,10,
4267,Alexander and Yonge,208,
4268,Humberwood loop,5,
4269,St.Clair stn,12,
4270,Papae Stn,3,
4271,Morningside and Staines,4,
4272,Scarborough Center Station,8,
4273,York U Commons,4,
4274,Dundas West Station,4,
4275,eglinton west stn,11,
4276,Commons,3,
4277,KIPLING AT DIXON RD,7,
4278,Princes gate,8,
4279,Downsview stn,7,
4280,Birchmount garage,20,
4281,Neville Loop,20,
4282,Islington stn,7,
4283,Bathurst and Fisherville,155,
4284,Sheppard Station,15,
4285,Tangier and Finch,6,
4286,wilson at william cragg,11,
4287,Downsview stn,2,
4288,Lawrence Station,6,
4289,JSTE,6,
4290,Queen & Wineva,8,
4291,Willowdale,2,
4292,Sherbourne and Bloor,6,
4293,Downsview stn,2,
4294,Belsize and Cleveland,12,
4295,Caledonia and Glencairn,15,
4296,Keele & Canarctic,11,
4297,Alliance and Jane,11,
4298,Kennedy Stn,13,
4299,Runnymede Loop,6,
4300,Arrow Rd,24,
4301,Ellesmere.,10,
4302,Davisville stn,12,
4303,Rivalda,13,
4304,Don Mills/Donway,13,
4305,Downsview stn,2,
4306,Warden station,10,
4307,Midland Route,15,
4308,Humber Loop,5,
4309,Avenue rd and Yorkville,20,
4310,Eglinton stn to The star spray loop,15,
4311,Warden stn to the steeles loop,14,
4312,Kennedy Station,5,
4313,Meadowvale and Sheppard,5,
4314,Warden stn,4,
4315,Kennedy Station,6,
4316,Wellington and Bay,8,
4317,Royal York at Dixon,15,
4318,Rexdale and Kipling,30,
4319,Kennedy Lawrence,6,
4320,Kennedy Lawrence,25,
4321,STEELES AVE @ DUFFERIN,5,
4322,Eglinton stn,15,
4323,Willowridge and Richgrove,12,
4324,BLOOR AND MARKLAND,8,
4325,Finch Ave E and Kennedy Rd,20,
4326,Dundas West Station to Avon Loop,15,
4327,Downsview stn,2,
4328,Bathurst and Brookdale,9,
4329,Dufferin and Geary,4,
4330,Warden stn,4,
4331,St.Clair Station,1,
4332,Finch and Arrow,15,
4333,Lawrence and Ralph,11,
4334,Lebovic and warden,7,
4335,Kennedy station,10,
4336,Jonesville and Victoria Park,10,
4337,Royal York Stn.,15,
4338,Neilson Rd and Tapscott Rd,10,
4339,Sprinhurst  loop,4,
4340,Eg. Aest stn,1,
4341,Royal York Station,30,
4342,Eglinton W. stn to Bathurst and Neptune,15,
4343,KIPLING STN,15,
4344,Brimley and Eglinton,30,
4345,Bayview,6,
4346,Eglinton Garage,10,
4347,Midland,6,
4348,Cosburn Route,10,
4349,Mortimer Route,15,
4350,Eglinton garage,6,
4351,DONS,8,
4352,Scarborough Campus U of T Loop,13,
4353,Finch Station,4,
4354,Yonge and Alexander,267,
4355,Lebovic/Eglinton,4,
4356,Kennedy Station,18,
4357,Finch Station,4,
4358,warden stn.,3,
4359,Birchmount Garage,10,
4360,DONS,9,
4361,Finch Station,4,
4362,Broadview Stn,10,
4363,Queensway Garage,10,
4364,Lawerence/Don Mills,6,
4365,JSTE,7,
4366,finch Station,8,
4367,Kingston/Morningside,25,
4368,Keele st,15,
4369,Route 47,13,
4370,Sheppard Ave W. and Bathurst,15,
4371,Morningside/Kingston Rd,25,
4372,Weston rd,10,
4373,route 161,18,
4374,Route 79,15,
4375,Townsley Loop,20,
4376,Emmet,8,
4377,on route markham rd.,8,
4378,Entire 60 Steeles Ave West,12,
4379,Braodview station,15,
4380,Springhurst loop,5,
4381,Entire Route,15,
4382,Wsheppard Stn,8,
4383,Entire 60 Steeles West Route,1,
4384,Brentwood,22,
4385,Markham & Sheppard,12,
4386,Downsview Stn,3,
4387,Nugget & McCowan,16,
4388,Brentwood,11,
4389,Signet/ Finch,22,
4390,Downsview Stn,10,
4391,Kennedy Station,14,
4392,York U,18,
4393,JNST to POJA,7,
4394,JNST to COMM,10,
4395,royal York and Dixon,11,
4396,Lawrence Station,6,
4397,Steeles and Willowdale loop,5,
4398,Bay and Yorkville,50,
4399,Entire Route,20,
4400,Donmills and Yorkmills,9,
4401,191 Hwy Rocket,5,
4402,Martin Grove and Royalcrest,5,
4403,Sheppard Ave and Warden Ave,6,
4404,Finch Station,12,
4405,Jane / Driftwood,15,
4406,Yonge and Cumberland,30,
4407,8 Braodview Route,1,
4408,Toro and Tangiers,10,
4409,Finch Station,7,
4410,Finch Station,7,
4411,Broadview Stn,10,
4412,Wilson Station,1,
4413,Finch Stn,4,
4414,Bathurst and Steeles,1,
4415,Jane and Sheppard,7,
4416,Downsview Stn,1,
4417,Downsview Stn,1,
4418,Progress and Markham Road,11,
4419,Warden & Sheppard,5,
4420,RHGO,12,
4421,Kipling Station,15,
4422,York Mills stn.,1,
4423,Richmond and Jarvis,17,
4424,Sheppard Stn,22,
4425,Weston rd and Oak,8,
4426,Lawrence Station,6,
4427,Old Weston and St. Clair,10,
4428,Oakwood and Rosemount,10,
4429,Main Station,21,
4430,Keele and Lawrence,14,
4431,Eg. West Stn,1,
4432,Lawrence Ave West Station,16,
4433,Scarborough Town Center,7,
4434,Finch ave West of Morningside Ave.,16,
4435,Bayview and Eglinton,7,
4436,Don Mills & Clock Tower Rd,6,
4437,Scarborough U of T Campus Loop,7,
4438,Pape & Torrens,7,
4439,Birchmount and Silver Springs Blvd,231,
4440,Eglinton and Warden Ave,16,
4441,Scarborough Town Center,13,
4442,HWY 27 on Humber College Blvd.,10,
4443,Finch Station,9,
4444,W/B Leslie on Finch ave,9,
4445,Loop - Steeles Ave E & Young St.,3,
4446,Kipling,24,
4447,St.Clair & Jane,12,
4448,Martin Grove and Royal crest,30,
4449,Markham & Nashdene,15,
4450,woodbine Stn,18,
4451,Nashdene,15,
4452,Kingston Road & Brimley,9,
4453,MAIN STATION,11,
4454,Warden Station,9,
4455,Pape Stn,4,
4456,Lakeshore Garage,4,
4457,Wilson stn,8,
4458,Scarborough College Loop,5,
4459,Markland/Bloor,15,
4460,SARR,4,
4461,Woodbine Stn,15,
4462,Kingston Road & Brimley,11,
4463,COXWELL/ MORTIMER,8,
4464,Keele Station,12,
4465,Davisville stn,15,
4466,Kenhatch and McCowan,356,
4467,Kenhatch and McCowan,7,
4468,Eglinton stn,5,
4469,Kenhatch and McCOwan,7,
4470,Kenhatch and McCowan,400,
4471,Kenhatch and McCowan,400,
4472,Scarborough Town Centre Station,20,
4473,Scarb Town Ctr Stn,5,
4474,Kennedy Station,4,
4475,Passmore and Markham,6,
4476,Scarb Town Ctr stn,3,
4477,Kennedy Stn to Toronto Zoo,15,
4478,DSW,11,
4479,Yonge and Alenander,208,
4480,Humberwood loop,15,
4481,Davenport and Yonge,4,
4482,York Mills stn,10,
4483,Eglinton & Midland,16,
4484,Finch stn,11,
4485,St George Station,14,
4486,Finch STN,10,
4487,Yonge Route,15,
4488,Entire Route,20,
4489,Cummer Route,15,
4490,Entire Route,15,
4491,Mortimer Route,15,
4492,Markham Rd Route,11,
4493,Entire Route,15,
4494,Cosburn Route,10,
4495,Woodbine Route,15,
4496,St.Clair and Avoca,133,
4497,Lakeshore Blvd W and Mimico Ave,5,
4498,Broadview Station,13,
4499,VICTORIA PARK/ DEANVAR,144,
4500,St.Clair and Inglewood,130,
4501,Morningside & Kingston,7,
4502,Morningside & Kingston,10,
4503,VICTORIA PARK ROUTE,35,
4504,Morningside & Kingston,77,
4505,Ellesmere and Dolly Vartin,7,
4506,Morningside & Kingston,77,
4507,Morningside Park,6,
4508,Scarb Town Ctr Stn,5,
4509,Morningside & Kingston,22,
4510,St Clair and Northwoodrow,20,
4511,Scarb Town Ctr Stn,2,
4512,SCLP,9,
4513,Scarborough Center Station,3,
4514,Birchmount Route,7,
4515,Eglinton W. stn to Bathurst and Neptune,10,
4516,Midland Route,7,
4517,Kingston Rd Route,12,
4518,Brimley Route,7,
4519,Bellamy Route,15,
4520,Morningside & Kingston,10,
4521,McCowan Route,9,
4522,Finch STN,7,
4523,Eglinton Station to Kennedy Station,10,
4524,Downsview Station,6,
4525,Neville Loop,20,
4526,Sherbourne and Bloor,6,
4527,KIPLING STN,4,
4528,Keele and Rogers,8,
4529,Progress and McCowan,4,
4530,Downsview Station,5,
4531,Eglinton Station to Broadview Station,12,
4532,Eglinton stn to Lawrence rt,15,
4533,Davisville stn to Steeles,15,
4534,Eglinton stn to Townsend,20,
4535,Avenue rd and Yorkville,20,
4536,Don Mills station to Rouge Hill GO,22,
4537,Eglinton stn to Doncliffe loop,15,
4538,Morningside & Cinemart,30,
4539,Jane/HWY407,10,
4540,Steeles/Weston,7,
4541,WELLESLEY ROUTE,15,
4542,Downsview Stn,5,
4543,Milikena dn Finch East,16,
4544,king and Shaw,1,
4545,York Mills and Lochinvar,7,
4546,Entire route,13,
4547,Milliken and Kennedy,7,
4548,Milliken and Finch,7,
4549,Eglinton stn,6,
4550,McCowan and Ficnh to Kennedy,15,
4551,Kennedy Station to Midland/Steeles,10,
4552,York Mills st to Ellesmere and Markham rd,8,
4553,Highland Creek route,12,
4554,SJAN,21,
4555,Eglinton stn,15,
4556,Midland - Passmore,10,
4557,Royal York Station,14,
4558,Fisherville and Bathurst,9,
4559,Kennedy Station,4,
4560,Annette,10,
4561,Keele and Wilson,10,
4562,Front & Parliament,25,
4563,Lansdowne and St Clair,5,
4564,St.Clair Station,1,
4565,Eglinton stn,6,
4566,Eg. West Stn,1,
4567,Springhurst loop,4,
4568,Kennedy Stn,11,
4569,Dundas West Station,20,
4570,Yonge and Blythwood,80,
4571,scarborough Town Centre,6,
4572,Wilson Ave.,10,
4573,KIPLING STN,4,
4574,KIPLING STN,10,
4575,Downsview Stn,2,
4576,Keele and Toro,50,
4577,Lawrence/Dufflaw,21,
4578,Bloor and Symington,12,
4579,Eglinton - Hoyle,7,
4580,Pape station,6,
4581,Liszt Gate and Finch,7,
4582,Finch and Arrow,5,
4583,Main Station,10,
4584,Marine Parade,12,
4585,Downsview Stn.,10,
4586,Humberwood Loop,18,
4587,Downsview Stn,10,
4588,Downsview Stn,2,
4589,Ossington Station,18,
4590,Lawrence and Bellamy,22,
4591,Entire 60 Steeles West,23,
4592,JNST to JSTE,5,
4593,Finch/Martingrove,6,
4594,Jane and Steeles,390,
4595,JNST to the COMMOMS,10,
4596,Finch and Martin Grove,226,
4597,KIPLING STN,10,
4598,Martin Grove and Finch,226,
4599,Jane and Driftwood,18,
4600,Keele Station,10,
4601,Warden and McNicoll,12,
4602,Kennedy Stn.,10,
4603,York U Commons,7,
4604,Humberwood to Finch Station,18,
4605,Sheppard E/O Kennedy,26,
4606,,15,
4607,Kennedy  and Sheppard,28,
4608,Carpenter and Steeles Ave West,7,
4609,Lawrance RT station,11,
4610,Springhurst loop,5,
4611,Pond and Sentinel,2,
4612,Eglnton Station,4,
4613,54-Lawrance Route,17,
4614,kipling stn,10,
4615,KIPLING STN,10,
4616,Morningside and Staines,10,
4617,FSTN,4,
4618,Scarb Town Ctr Stn.,4,
4619,94 Wellesley Route,1,
4620,Finch Station,11,
4621,FSTN,4,
4622,royal york and eglinton,35,
4623,Don Mills Stn,9,
4624,FSTN,4,
4625,KIPLING STN,3,
4626,Pharmacy and Ellesmere,15,
4627,Sheppard Stn,10,
4628,Airport rd / Derry rd,14,
4629,Yorkmills station,8,
4630,Finch station,15,
4631,Lawrance RT station,11,
4632,Keele st,15,
4633,Sheppard Station,15,
4634,Pine & Lawerence,12,
4635,Morningside and Staines,15,
4636,Dundas West Stn,7,
4637,STC SRT,7,
4638,Springhurst loop,5,
4639,Davenport and Symington,7,
4640,Finch Station,5,
4641,Lawrance RT station,10,
4642,Lawrance and Victoria Park,11,
4643,Kennedy and Ellesmere,9,
4644,Entire Route,8,
4645,Finch Station,11,
4646,Ellesmere and Neilson,7,
4647,South dr and Glen rd,7,
4648,Downsview Stn,25,
4649,Don Mills Station,1,
4650,Wilson station,1,
4651,15.50,1,
4652,Wilson Station,1,
